Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
balfron-and-drymen-03,Balfron and Drymen - 03,balfron-and-drymen-03,,363,
balfron-and-drymen-04,Balfron and Drymen - 04,balfron-and-drymen-04,,364,
balfron-and-drymen-05,Balfron and Drymen - 05,balfron-and-drymen-05,,365,
balfron-and-drymen-06,Balfron and Drymen - 06,balfron-and-drymen-06,,366,
balgay-01,Balgay - 01,balgay-01,,367,
balgay-02,Balgay - 02,balgay-02,,368,
balgay-03,Balgay - 03,balgay-03,,369,
balgay-04,Balgay - 04,balgay-04,,370,
balgay-05,Balgay - 05,balgay-05,,371,
balgeddie-north,Balgeddie North,balgeddie-north,,372,
balgeddie-south,Balgeddie South,balgeddie-south,,373,
balgownie-and-donmouth-east-01,Balgownie and Donmouth East - 01,balgownie-and-donmouth-east-01,,374,
balgownie-and-donmouth-east-02,Balgownie and Donmouth East - 02,balgownie-and-donmouth-east-02,,375,
balgownie-and-donmouth-east-03,Balgownie and Donmouth East - 03,balgownie-and-donmouth-east-03,,376,
balgownie-and-donmouth-east-04,Balgownie and Donmouth East - 04,balgownie-and-donmouth-east-04,,377,
balgownie-and-donmouth-west-01,Balgownie and Donmouth West - 01,balgownie-and-donmouth-west-01,,378,
balgownie-and-donmouth-west-02,Balgownie and Donmouth West - 02,balgownie-and-donmouth-west-02,,379,
balgownie-and-donmouth-west-03,Balgownie and Donmouth West - 03,balgownie-and-donmouth-west-03,,380,
balgownie-and-donmouth-west-04,Balgownie and Donmouth West - 04,balgownie-and-donmouth-west-04,,381,
balgownie-and-donmouth-west-05,Balgownie and Donmouth West - 05,balgownie-and-donmouth-west-05,,382,
balgownie-and-donmouth-west-06,Balgownie and Donmouth West - 06,balgownie-and-donmouth-west-06,,383,
balgreen-and-roseburn-01,Balgreen and Roseburn - 01,balgreen-and-roseburn-01,,384,
balgreen-and-roseburn-02,Balgreen and Roseburn - 02,balgreen-and-roseburn-02,,385,
balgreen-and-roseburn-03,Balgreen and Roseburn - 03,balgreen-and-roseburn-03,,386,
balgreen-and-roseburn-04,Balgreen and Roseburn - 04,balgreen-and-roseburn-04,,387,
balgreen-and-roseburn-05,Balgreen and Roseburn - 05,balgreen-and-roseburn-05,,388,
balgreen-and-roseburn-06,Balgreen and Roseburn - 06,balgreen-and-roseburn-06,,389,
ballingry-central,Ballingry Central,ballingry-central,,390,
ballingry-east,Ballingry East,ballingry-east,,391,
ballingry-south,Ballingry South,ballingry-south,,392,
ballingry-west,Ballingry West,ballingry-west,,393,
balloch-east-01,Balloch East - 01,balloch-east-01,,394,
balloch-east-02,Balloch East - 02,balloch-east-02,,395,
balloch-east-03,Balloch East - 03,balloch-east-03,,396,
balloch-east-04,Balloch East - 04,balloch-east-04,,397,
balloch-west-01,Balloch West - 01,balloch-west-01,,398,
balloch-west-02,Balloch West - 02,balloch-west-02,,399,
balloch-west-03,Balloch West - 03,balloch-west-03,,400,
balloch-west-04,Balloch West - 04,balloch-west-04,,401,
balloch-west-05,Balloch West - 05,balloch-west-05,,402,
balmalloch-01,Balmalloch - 01,balmalloch-01,,403,
balmalloch-02,Balmalloch - 02,balmalloch-02,,404,
balmalloch-03,Balmalloch - 03,balmalloch-03,,405,
balmalloch-04,Balmalloch - 04,balmalloch-04,,406,
balmalloch-05,Balmalloch - 05,balmalloch-05,,407,
balmalloch-06,Balmalloch - 06,balmalloch-06,,408,
balmedie-and-potterton-01,Balmedie and Potterton - 01,balmedie-and-potterton-01,,409,
balmedie-and-potterton-02,Balmedie and Potterton - 02,balmedie-and-potterton-02,,410,
balmedie-and-potterton-03,Balmedie and Potterton - 03,balmedie-and-potterton-03,,411,
balmedie-and-potterton-04,Balmedie and Potterton - 04,balmedie-and-potterton-04,,412,
balmedie-and-potterton-05,Balmedie and Potterton - 05,balmedie-and-potterton-05,,413,
balmedie-and-potterton-06,Balmedie and Potterton - 06,balmedie-and-potterton-06,,414,
balmullo-north,Balmullo North,balmullo-north,,415,
balmullo-south,Balmullo South,balmullo-south,,416,
balornock-01,Balornock - 01,balornock-01,,417,
balornock-02,Balornock - 02,balornock-02,,418,
balornock-03,Balornock - 03,balornock-03,,419,
balornock-04,Balornock - 04,balornock-04,,420,
balornock-05,Balornock - 05,balornock-05,,421,
banchory-east-01,Banchory East - 01,banchory-east-01,,422,
banchory-east-02,Banchory East - 02,banchory-east-02,,423,
banchory-east-03,Banchory East - 03,banchory-east-03,,424,
banchory-east-04,Banchory East - 04,banchory-east-04,,425,
banchory-east-05,Banchory East - 05,banchory-east-05,,426,
banchory-east-06,Banchory East - 06,banchory-east-06,,427,
banchory-west-01,Banchory West - 01,banchory-west-01,,428,
banchory-west-02,Banchory West - 02,banchory-west-02,,429,
banchory-west-03,Banchory West - 03,banchory-west-03,,430,
banchory-west-04,Banchory West - 04,banchory-west-04,,431,
banchory-devenick-and-findon-01,Banchory-Devenick and Findon - 01,banchory-devenick-and-findon-01,,432,
banchory-devenick-and-findon-02,Banchory-Devenick and Findon - 02,banchory-devenick-and-findon-02,,433,
banchory-devenick-and-findon-03,Banchory-Devenick and Findon - 03,banchory-devenick-and-findon-03,,434,
banchory-devenick-and-findon-04,Banchory-Devenick and Findon - 04,banchory-devenick-and-findon-04,,435,
banchory-devenick-and-findon-05,Banchory-Devenick and Findon - 05,banchory-devenick-and-findon-05,,436,
banff-01,Banff - 01,banff-01,,437,
banff-02,Banff - 02,banff-02,,438,
banff-03,Banff - 03,banff-03,,439,
banff-04,Banff - 04,banff-04,,440,
banff-05,Banff - 05,banff-05,,441,
bankhead-south-01,Bankhead South - 01,bankhead-south-01,,442,
bankhead-south-02,Bankhead South - 02,bankhead-south-02,,443,
bankhead-south-03,Bankhead South - 03,bankhead-south-03,,444,
bankhead-south-04,Bankhead South - 04,bankhead-south-04,,445,
banknock-haggs-and-longcroft-01,"Banknock, Haggs and Longcroft - 01",banknock-haggs-and-longcroft-01,,446,
banknock-haggs-and-longcroft-02,"Banknock, Haggs and Longcroft - 02",banknock-haggs-and-longcroft-02,,447,
banknock-haggs-and-longcroft-03,"Banknock, Haggs and Longcroft - 03",banknock-haggs-and-longcroft-03,,448,
banknock-haggs-and-longcroft-04,"Banknock, Haggs and Longcroft - 04",banknock-haggs-and-longcroft-04,,449,
banknock-haggs-and-longcroft-05,"Banknock, Haggs and Longcroft - 05",banknock-haggs-and-longcroft-05,,450,
banknock-haggs-and-longcroft-06,"Banknock, Haggs and Longcroft - 06",banknock-haggs-and-longcroft-06,,451,
bankton-and-murieston-01,Bankton and Murieston - 01,bankton-and-murieston-01,,452,
bankton-and-murieston-02,Bankton and Murieston - 02,bankton-and-murieston-02,,453,
bankton-and-murieston-03,Bankton and Murieston - 03,bankton-and-murieston-03,,454,
bankton-and-murieston-04,Bankton and Murieston - 04,bankton-and-murieston-04,,455,
bankton-and-murieston-05,Bankton and Murieston - 05,bankton-and-murieston-05,,456,
bankton-and-murieston-06,Bankton and Murieston - 06,bankton-and-murieston-06,,457,
bankton-and-murieston-07,Bankton and Murieston - 07,bankton-and-murieston-07,,458,
bannockburn-01,Bannockburn - 01,bannockburn-01,,459,
bannockburn-02,Bannockburn - 02,bannockburn-02,,460,
bannockburn-03,Bannockburn - 03,bannockburn-03,,461,
bannockburn-04,Bannockburn - 04,bannockburn-04,,462,
bannockburn-05,Bannockburn - 05,bannockburn-05,,463,
barassie-01,Barassie - 01,barassie-01,,464,
barassie-02,Barassie - 02,barassie-02,,465,
barassie-03,Barassie - 03,barassie-03,,466,
barassie-04,Barassie - 04,barassie-04,,467,
barassie-05,Barassie - 05,barassie-05,,468,
barassie-06,Barassie - 06,barassie-06,,469,
barlanark-01,Barlanark - 01,barlanark-01,,470,
barlanark-02,Barlanark - 02,barlanark-02,,471,
barlanark-03,Barlanark - 03,barlanark-03,,472,
barlanark-04,Barlanark - 04,barlanark-04,,473,
barlanark-05,Barlanark - 05,barlanark-05,,474,
barlanark-06,Barlanark - 06,barlanark-06,,475,
barlanark-07,Barlanark - 07,barlanark-07,,476,
barlanark-08,Barlanark - 08,barlanark-08,,477,
barloch-01,Barloch - 01,barloch-01,,478,
barloch-02,Barloch - 02,barloch-02,,479,
barloch-03,Barloch - 03,barloch-03,,480,
barloch-04,Barloch - 04,barloch-04,,481,
barmulloch-01,Barmulloch - 01,barmulloch-01,,482,
barmulloch-02,Barmulloch - 02,barmulloch-02,,483,
barmulloch-03,Barmulloch - 03,barmulloch-03,,484,
barmulloch-04,Barmulloch - 04,barmulloch-04,,485,
barnhill-01,Barnhill - 01,barnhill-01,,486,
barnhill-02,Barnhill - 02,barnhill-02,,487,
barnhill-03,Barnhill - 03,barnhill-03,,488,
barnhill-04,Barnhill - 04,barnhill-04,,489,
barnhill-05,Barnhill - 05,barnhill-05,,490,
barnhill-06,Barnhill - 06,barnhill-06,,491,
barnton-cammo-and-cramond-south-01,"Barnton, Cammo and Cramond South - 01",barnton-cammo-and-cramond-south-01,,492,
barnton-cammo-and-cramond-south-02,"Barnton, Cammo and Cramond South - 02",barnton-cammo-and-cramond-south-02,,493,
barnton-cammo-and-cramond-south-03,"Barnton, Cammo and Cramond South - 03",barnton-cammo-and-cramond-south-03,,494,
barnton-cammo-and-cramond-south-04,"Barnton, Cammo and Cramond South - 04",barnton-cammo-and-cramond-south-04,,495,
barra-and-south-uist-01,Barra and South Uist - 01,barra-and-south-uist-01,,496,
barra-and-south-uist-02,Barra and South Uist - 02,barra-and-south-uist-02,,497,
barra-and-south-uist-03,Barra and South Uist - 03,barra-and-south-uist-03,,498,
barra-and-south-uist-04,Barra and South Uist - 04,barra-and-south-uist-04,,499,
barra-and-south-uist-05,Barra and South Uist - 05,barra-and-south-uist-05,,500,
barrahill-01,Barrahill - 01,barrahill-01,,501,
barrahill-02,Barrahill - 02,barrahill-02,,502,
barrahill-03,Barrahill - 03,barrahill-03,,503,
barrahill-04,Barrahill - 04,barrahill-04,,504,
barrahill-05,Barrahill - 05,barrahill-05,,505,
barrahill-06,Barrahill - 06,barrahill-06,,506,
bathgate-east-01,Bathgate East - 01,bathgate-east-01,,507,
bathgate-east-02,Bathgate East - 02,bathgate-east-02,,508,
bathgate-east-03,Bathgate East - 03,bathgate-east-03,,509,
bathgate-east-04,Bathgate East - 04,bathgate-east-04,,510,
bathgate-east-05,Bathgate East - 05,bathgate-east-05,,511,
bathgate-east-06,Bathgate East - 06,bathgate-east-06,,512,
bathgate-east-07,Bathgate East - 07,bathgate-east-07,,513,
bathgate-east-08,Bathgate East - 08,bathgate-east-08,,514,
bathgate-east-09,Bathgate East - 09,bathgate-east-09,,515,
bathgate-west-01,Bathgate West - 01,bathgate-west-01,,516,
bathgate-west-02,Bathgate West - 02,bathgate-west-02,,517,
bathgate-west-03,Bathgate West - 03,bathgate-west-03,,518,
bathgate-west-04,Bathgate West - 04,bathgate-west-04,,519,
bathgate-west-05,Bathgate West - 05,bathgate-west-05,,520,
bathgate-west-06,Bathgate West - 06,bathgate-west-06,,521,
bathgate-west-07,Bathgate West - 07,bathgate-west-07,,522,
bathgate-west-08,Bathgate West - 08,bathgate-west-08,,523,
bathgate-west-09,Bathgate West - 09,bathgate-west-09,,524,
bathgate-and-boghall-01,Bathgate and Boghall - 01,bathgate-and-boghall-01,,525,
bathgate-and-boghall-02,Bathgate and Boghall - 02,bathgate-and-boghall-02,,526,
bathgate-and-boghall-03,Bathgate and Boghall - 03,bathgate-and-boghall-03,,527,
bathgate-and-boghall-04,Bathgate and Boghall - 04,bathgate-and-boghall-04,,528,
bathgate-and-boghall-05,Bathgate and Boghall - 05,bathgate-and-boghall-05,,529,
bathgate-and-boghall-06,Bathgate and Boghall - 06,bathgate-and-boghall-06,,530,
bathgate-wester-inch-and-inchcross-01,"Bathgate, Wester Inch and Inchcross - 01",bathgate-wester-inch-and-inchcross-01,,531,
bathgate-wester-inch-and-inchcross-02,"Bathgate, Wester Inch and Inchcross - 02",bathgate-wester-inch-and-inchcross-02,,532,
bathgate-wester-inch-and-inchcross-03,"Bathgate, Wester Inch and Inchcross - 03",bathgate-wester-inch-and-inchcross-03,,533,
bathgate-wester-inch-and-inchcross-04,"Bathgate, Wester Inch and Inchcross - 04",bathgate-wester-inch-and-inchcross-04,,534,
bathgate-wester-inch-and-inchcross-05,"Bathgate, Wester Inch and Inchcross - 05",bathgate-wester-inch-and-inchcross-05,,535,
battlefield-01,Battlefield - 01,battlefield-01,,536,
battlefield-02,Battlefield - 02,battlefield-02,,537,
battlefield-03,Battlefield - 03,battlefield-03,,538,
battlefield-04,Battlefield - 04,battlefield-04,,539,
battlefield-05,Battlefield - 05,battlefield-05,,540,
battlefield-06,Battlefield - 06,battlefield-06,,541,
baxter-park-01,Baxter Park - 01,baxter-park-01,,542,
baxter-park-02,Baxter Park - 02,baxter-park-02,,543,
baxter-park-03,Baxter Park - 03,baxter-park-03,,544,
baxter-park-04,Baxter Park - 04,baxter-park-04,,545,
beath-south-west,Beath South West,beath-south-west,,546,
beath-woodend,Beath Woodend,beath-woodend,,547,
beechwood,Beechwood,beechwood,,548,
beith-east-and-rural-01,Beith East and Rural - 01,beith-east-and-rural-01,,549,
beith-east-and-rural-02,Beith East and Rural - 02,beith-east-and-rural-02,,550,
beith-east-and-rural-03,Beith East and Rural - 03,beith-east-and-rural-03,,551,
beith-east-and-rural-04,Beith East and Rural - 04,beith-east-and-rural-04,,552,
beith-east-and-rural-05,Beith East and Rural - 05,beith-east-and-rural-05,,553,
beith-west-01,Beith West - 01,beith-west-01,,554,
beith-west-02,Beith West - 02,beith-west-02,,555,
beith-west-03,Beith West - 03,beith-west-03,,556,
beith-west-04,Beith West - 04,beith-west-04,,557,
bellfield-and-kirkstyle-01,Bellfield and Kirkstyle - 01,bellfield-and-kirkstyle-01,,558,
bellfield-and-kirkstyle-02,Bellfield and Kirkstyle - 02,bellfield-and-kirkstyle-02,,559,
bellfield-and-kirkstyle-03,Bellfield and Kirkstyle - 03,bellfield-and-kirkstyle-03,,560,
bellfield-and-kirkstyle-04,Bellfield and Kirkstyle - 04,bellfield-and-kirkstyle-04,,561,
bellfield-and-kirkstyle-05,Bellfield and Kirkstyle - 05,bellfield-and-kirkstyle-05,,562,
bellshill-central-01,Bellshill Central - 01,bellshill-central-01,,563,
bellshill-central-02,Bellshill Central - 02,bellshill-central-02,,564,
bellshill-central-03,Bellshill Central - 03,bellshill-central-03,,565,
bellshill-central-04,Bellshill Central - 04,bellshill-central-04,,566,
bellshill-south-01,Bellshill South - 01,bellshill-south-01,,567,
bellshill-south-02,Bellshill South - 02,bellshill-south-02,,568,
bellshill-south-03,Bellshill South - 03,bellshill-south-03,,569,
bellshill-south-04,Bellshill South - 04,bellshill-south-04,,570,
bellshill-south-05,Bellshill South - 05,bellshill-south-05,,571,
bellshill-south-06,Bellshill South - 06,bellshill-south-06,,572,
bellsquarry-adambrae-and-kirkton-01,"Bellsquarry, Adambrae and Kirkton - 01",bellsquarry-adambrae-and-kirkton-01,,573,
bellsquarry-adambrae-and-kirkton-02,"Bellsquarry, Adambrae and Kirkton - 02",bellsquarry-adambrae-and-kirkton-02,,574,
bellsquarry-adambrae-and-kirkton-03,"Bellsquarry, Adambrae and Kirkton - 03",bellsquarry-adambrae-and-kirkton-03,,575,
bellsquarry-adambrae-and-kirkton-04,"Bellsquarry, Adambrae and Kirkton - 04",bellsquarry-adambrae-and-kirkton-04,,576,
bellsquarry-adambrae-and-kirkton-05,"Bellsquarry, Adambrae and Kirkton - 05",bellsquarry-adambrae-and-kirkton-05,,577,
bellsquarry-adambrae-and-kirkton-06,"Bellsquarry, Adambrae and Kirkton - 06",bellsquarry-adambrae-and-kirkton-06,,578,
bellsquarry-adambrae-and-kirkton-07,"Bellsquarry, Adambrae and Kirkton - 07",bellsquarry-adambrae-and-kirkton-07,,579,
bellyeoman-north-and-townhill-landward,Bellyeoman North and Townhill Landward,bellyeoman-north-and-townhill-landward,,580,
bellyeoman-south,Bellyeoman South,bellyeoman-south,,581,
bellyeoman-south-west,Bellyeoman South West,bellyeoman-south-west,,582,
belmont-01,Belmont - 01,belmont-01,,583,
belmont-02,Belmont - 02,belmont-02,,584,
belmont-03,Belmont - 03,belmont-03,,585,
belmont-04,Belmont - 04,belmont-04,,586,
belmont-05,Belmont - 05,belmont-05,,587,
belmont-06,Belmont - 06,belmont-06,,588,
belmont-07,Belmont - 07,belmont-07,,589,
benbecula-and-north-uist-01,Benbecula and North Uist - 01,benbecula-and-north-uist-01,,590,
benbecula-and-north-uist-02,Benbecula and North Uist - 02,benbecula-and-north-uist-02,,591,
benbecula-and-north-uist-03,Benbecula and North Uist - 03,benbecula-and-north-uist-03,,592,
benbecula-and-north-uist-04,Benbecula and North Uist - 04,benbecula-and-north-uist-04,,593,
benderloch-trail-01,Benderloch Trail - 01,benderloch-trail-01,,594,
benderloch-trail-02,Benderloch Trail - 02,benderloch-trail-02,,595,
benderloch-trail-03,Benderloch Trail - 03,benderloch-trail-03,,596,
benderloch-trail-04,Benderloch Trail - 04,benderloch-trail-04,,597,
benderloch-trail-05,Benderloch Trail - 05,benderloch-trail-05,,598,
benderloch-trail-06,Benderloch Trail - 06,benderloch-trail-06,,599,
benderloch-trail-07,Benderloch Trail - 07,benderloch-trail-07,,600,
bennochy-balfour,Bennochy Balfour,bennochy-balfour,,601,
bennochy-east,Bennochy East,bennochy-east,,602,
bennochy-north,Bennochy North,bennochy-north,,603,
bennochy-south-west,Bennochy South West,bennochy-south-west,,604,
bennochy-west,Bennochy West,bennochy-west,,605,
beveridgewell-east,Beveridgewell East,beveridgewell-east,,606,
beveridgewell-west,Beveridgewell West,beveridgewell-west,,607,
beveridgewell-western-and-parkneuk,Beveridgewell Western and Parkneuk,beveridgewell-western-and-parkneuk,,608,
biggar-symington-thankerton-and-dolphinton-01,"Biggar, Symington, Thankerton and Dolphinton - 01",biggar-symington-thankerton-and-dolphinton-01,,609,
biggar-symington-thankerton-and-dolphinton-02,"Biggar, Symington, Thankerton and Dolphinton - 02",biggar-symington-thankerton-and-dolphinton-02,,610,
biggar-symington-thankerton-and-dolphinton-03,"Biggar, Symington, Thankerton and Dolphinton - 03",biggar-symington-thankerton-and-dolphinton-03,,611,
biggar-symington-thankerton-and-dolphinton-04,"Biggar, Symington, Thankerton and Dolphinton - 04",biggar-symington-thankerton-and-dolphinton-04,,612,
biggar-symington-thankerton-and-dolphinton-05,"Biggar, Symington, Thankerton and Dolphinton - 05",biggar-symington-thankerton-and-dolphinton-05,,613,
biggar-symington-thankerton-and-dolphinton-06,"Biggar, Symington, Thankerton and Dolphinton - 06",biggar-symington-thankerton-and-dolphinton-06,,614,
biggar-symington-thankerton-and-dolphinton-07,"Biggar, Symington, Thankerton and Dolphinton - 07",biggar-symington-thankerton-and-dolphinton-07,,615,
bingham-magdalene-and-the-christians-01,"Bingham, Magdalene and The Christians - 01",bingham-magdalene-and-the-christians-01,,616,
bingham-magdalene-and-the-christians-02,"Bingham, Magdalene and The Christians - 02",bingham-magdalene-and-the-christians-02,,617,
bingham-magdalene-and-the-christians-03,"Bingham, Magdalene and The Christians - 03",bingham-magdalene-and-the-christians-03,,618,
bingham-magdalene-and-the-christians-04,"Bingham, Magdalene and The Christians - 04",bingham-magdalene-and-the-christians-04,,619,
bingham-magdalene-and-the-christians-05,"Bingham, Magdalene and The Christians - 05",bingham-magdalene-and-the-christians-05,,620,
birgham-and-ladykirk-area,Birgham and Ladykirk Area,birgham-and-ladykirk-area,,621,
